area,Area/100,g1,g1_ponderado
0,0,1.07562810674028,0
0.23122145,0.0023122145,4.17140070384539,0.009645173192742
0.2961828,0.002961828,4.87750086774653,0.014446318640116
0.30990916,0.0030990916,11.2396391102663,0.034832671153658
0.29772693,0.0029772693,4.37858739243041,0.01303623382085
0.275802,0.00275802,8.56858306767971,0.023632323472322
0.30531198,0.0030531198,1.27921931006515,0.003905609804102
0.3072487,0.003072487,5.65366747988916,0.017370819834282
0.7006364,0.007006364,5.50015992116592,0.0385361224659
0.3866632,0.003866632,6.51086838319411,0.025175132038247
0.69042146,0.0069042146,0.258869355000666,0.001787289580288
0.36220098,0.0036220098,4.01860136704718,0.014555413533738
0.46472055,0.0046472055,9.46558041066406,0.04398849734513
0.37128767,0.0037128767,3.62516081171703,0.013459775111577
0.49265325,0.0049265325,0.560684467192016,0.002762230249867
1.1485106,0.011485106,3.77451536306169,0.043350709043392
1.4611079,0.014611079,5.78321042274021,0.084498944360281
0.60207707,0.0060207707,7.80966188183038,0.047020183435031
2.0470078,0.020470078,0.695012851429994,0.014226967279774
0.5178553,0.005178553,3.24310913638829,0.016794612547571
1.4961586,0.014961586,3.49565301681607,0.052300513237253
0.44591793,0.0044591793,8.82723080562295,0.039362204884756
0.43359348,0.0043359348,1.06994009662612,0.004639190498877
0.48516005,0.0048516005,1.44491019666493,0.007010127032595
0.6406489,0.006406489,7.67406030064231,0.049163782901402
0.3795448,0.003795448,5.64617710263393,0.021429771591838
2.0431836,0.020431836,0.541670988154468,0.01106733279593
1.3932792,0.013932792,8.92302187604746,0.124322607810419
1.0110803,0.010110803,2.24206243707824,0.022669051614998
0.95731235,0.0095731235,7.25424338767243,0.069445767849247
2.6138828,0.026138828,1.62125288341496,0.042377650264088
1.2462938,0.012462938,4.81975293505057,0.060068282004853
0.6603709,0.006603709,6.71381115686951,0.04433605516092
2.7092793,0.027092793,1.68972359301377,0.045779331532738
0,0,2.7058885323986,0
1.7337385,0.017337385,4.29330767458269,0.074434728077695
1.6523814,0.016523814,12.5607850824406,0.207552076396224
0.4064946,0.004064946,0.251629072772648,0.001022858592851
1.3771617,0.013771617,5.15170876812082,0.070947360050102
0.5024781,0.005024781,5.62116035930398,0.028245099771384
2.2154667,0.022154667,7.69711196645096,0.170526952478436
3.199365,0.03199365,1.69960486808545,0.054376563287822
0.8112192,0.008112192,5.65932136796666,0.045909501526648
2.4101682,0.024101682,7.64027933285546,0.184143582871654
0.7112647,0.007112647,1.50761837379199,0.010723157303497
1.0874206,0.010874206,3.63916490486191,0.039573028843439
1.4704194,0.014704194,12.8253796009029,0.188586869775319
0.46100533,0.0046100533,1.02746193868198,0.004736654301045
0.57556677,0.0057556677,9.16722812752272,0.052763518832114
1.409842,0.01409842,11.8390642095141,0.166912099632697
0.31879786,0.0031879786,2.11940125588528,0.006756605848575
2.9448195,0.029448195,4.88413506308881,0.143828961744177
0.88078433,0.0088078433,3.4609819126047,0.030483786350357
0.46864146,0.0046864146,2.8583293300963,0.013395316304172
0.3862391,0.003862391,6.33781046734301,0.024479102108772
0.3671702,0.003671702,2.76374643677101,0.010147653319385
0.38959837,0.0038959837,8.0156725717397,0.031228929684035
1.7468439,0.017468439,10.9058170504231,0.190507599890476
0.71708876,0.0071708876,5.65490829854307,0.04055071179716
0.7067454,0.007067454,11.779416895283,0.083250487054236
0.31321234,0.0031321234,10.1032225129999,0.031644539648374
2.3120432,0.023120432,6.04183637557718,0.139689867076659
2.272712,0.02272712,1.7249157932479,0.03920236822304
1.0093942,0.010093942,9.40503316311818,0.094933859256592
0.8689223,0.008689223,5.35321001968394,0.046515235626868
2.1107779,0.021107779,14.2445792958267,0.300671431724285
0.24678342,0.0024678342,6.64879243986396,0.016408117371798
0.3300247,0.003300247,11.3241495406411,0.037372490549052
0.71385545,0.0071385545,6.96780079052975,0.04974002568834
0.618106,0.00618106,4.3108870507979,0.026645851514205
0.79071707,0.0079071707,3.1059682417817,0.024559421076547
1.245693,0.01245693,8.49617191239295,0.105836218780645
0.5802179,0.005802179,3.51643637432107,0.020402993285922
0.751894,0.00751894,11.8790483291385,0.089317851643893
0.5002182,0.005002182,2.82952356795558,0.014153791860203
1.0613753,0.010613753,3.09525595151713,0.032852282141183
1.2100667,0.012100667,8.41667164458344,0.101847340819447
1.0966462,0.010966462,6.87273011891116,0.075369533685295
0.375162,0.00375162,8.35757872808976,0.031354459507876
0.32581806,0.0032581806,5.72585890997801,0.018655882418828
1.8099186,0.018099186,1.36421751717462,0.024691226587802
3.5257995,0.035257995,1.97783408352792,0.069734464227857
1.9025799,0.019025799,6.58796701658479,0.125341336276172
1.8485123,0.018485123,0.736833347128517,0.013620455052172
0.83666575,0.0083666575,10.5902874992411,0.088605308332682
0.66415876,0.0066415876,13.0440755188132,0.086633370219213
0.8473335,0.008473335,11.6762308807699,0.098936615790109
0.99897933,0.0099897933,4.58098954083331,0.045763138622387
1.4262002,0.014262002,3.52890284320417,0.050329219407584
0.94962174,0.0094962174,11.2307405720047,0.106649554034757
0.6878977,0.006878977,11.6959130780249,0.080455917057733
0.73990315,0.0073990315,2.572640091112,0.019035045072301
0.947034,0.00947034,5.52752274054228,0.052347519710667
0.44465488,0.0044465488,5.48722922628946,0.024399232531482
1.9405444,0.019405444,4.14058860997826,0.080349960397971
1.581265,0.01581265,0.227242941305796,0.003593313095839
0.46376875,0.0046376875,13.4904959843069,0.062564704595221
0.62032014,0.0062032014,9.72249132384373,0.060310571791555
1.8601477,0.018601477,3.86531734337731,0.071900611660534
0.43607667,0.0043607667,3.25310257618683,0.01418602138592
